year,person,cumrank,player,school,seed,seasonppg,round1,round2,round3,round4,round5,round6,totalpoints,gamesplayed,tourneyppg,draftround,overallpick,draftposition,region,conference,initial,spacer,longitude,latitude
2017,Josh,,Monte Morris,Iowa St.,5,16.200001,19,18,,,,,37,2,18.5,6,42,7,Midwest,Big 12,566,Iowa St.,-93.639999,42.02
2017,Josh,,Jawun Evans,Oklahoma St.,10,18.700001,23,,,,,,23,1,23,7,55,7,Midwest,Big 12,567,Oklahoma St.,-97.07,36.119999
2017,Josh,,Trevon Bluiett,Xavier,11,18.1,21,29,25,10,,,85,4,21.299999,8,58,7,West,Big East,568,Xavier,-84.470001,39.150002
2017,Bryan,,Nigel Williams-Goss,Gonzaga,1,16.9,9,20,10,23,23,15,100,6,16.700001,1,8,8,West,West Coast,569,Gonzaga,-117.4,47.669998
2017,Bryan,,Jalen Brunson,Villanova,1,14.8,14,11,,,,,25,2,12.5,2,9,8,East,Big East,570,Villanova,-75.169998,39.900002
2017,Bryan,,Quentin Snider,Louisville,2,12.6,16,0,,,,,16,2,8,3,24,8,Midwest,ACC,571,Louisville,-85.75,38.259998
2017,Bryan,,Isaiah Hicks,North Carolina,1,11.9,17,9,9,4,2,13,54,6,9,4,25,8,South,ACC,572,North Carolina,-79.040001,35.900002
2017,Bryan,3,Jevon Carter,West Virginia,4,12.9,11,24,21,,,,56,3,18.700001,5,40,8,West,Big 12,573,West Virginia,-79.980003,39.650002
2017,Bryan,,London Perrantes,Virginia,5,12.8,24,6,,,,,30,2,15,6,41,8,East,ACC,574,Virginia,-78.510002,38.049999
2017,Bryan,,Sterling Brown,SMU,6,12.8,17,,,,,,17,1,17,7,56,8,East,American Athletic,575,SMU,-96.779999,32.84
2017,Bryan,,Derrick Walton Jr.,Michigan,7,14.4,27,10,20,,,,57,3,19,8,57,8,Midwest,Big Ten,576,Michigan,-83.75,42.259998
2018,Andrew F,,Jalen Brunson,Villanova,1,19.4,16,12,27,15,18,9,97,6,16.200001,1,1,1,East,Big East,577,Villanova,-75.169998,39.900002
2018,Andrew F,2,Moritz Wagner,Michigan,3,14.5,5,12,21,12,24,16,90,6,15,2,16,1,West,Big Ten,578,Michigan,-83.75,42.259998
2018,Andrew F,,Gary Trent Jr.,Duke,2,14.3,16,18,14,17,,,65,4,16.299999,3,17,1,Midwest,ACC,579,Duke,-78.940002,36
2018,Andrew F,,Vince Edwards,Purdue,2,14.5,15,20,12,,,,47,3,15.7,4,32,1,East,Big Ten,580,Purdue,-86.919998,40.43
2018,Andrew F,,Wendell Clark Jr.,Duke,2,13.8,9,13,14,10,,,46,4,11.5,5,33,1,Midwest,ACC,581,Duke,-78.940002,36
2018,Andrew F,,Kenny Williams,North Carolina,2,11.4,18,5,,,,,23,2,11.5,6,48,1,West,ACC,582,North Carolina,-79.040001,35.900002
2018,Andrew F,,Udoka Azubuike,Kansas,1,13.7,0,10,14,9,8,,41,5,8.1999998,7,49,1,Midwest,Big 12,583,Kansas,-95.25,38.950001
2018,Andrew F,,Daxter Miles,West Virginia,5,13,9,9,16,,,,34,3,11.3,8,64,1,East,Big 12,584,West Virginia,-79.980003,39.650002
2018,Adam,,Mikal Bridges,Villanova,1,18,13,23,16,12,10,19,93,6,15.5,1,2,2,East,Big East,585,Villanova,-75.169998,39.900002
2018,Adam,5,Isaac Haas,Purdue,2,14.9,9,0,0,,,,9,3,3,2,15,2,East,Big Ten,586,Purdue,-86.919998,40.43
2018,Adam,,Keita Bates-Diop,Ohio St.,5,19.4,24,28,,,,,52,2,26,3,18,2,West,Big Ten,587,Ohio St.,-83.019997,40.009998
2018,Adam,,Malik Newman,Kansas,1,13.1,10,28,17,32,21,,108,5,21.6,4,31,2,Midwest,Big 12,588,Kansas,-95.25,38.950001
2018,Adam,,Admiral Schofield,Tennessee,3,13.6,15,14,,,,,29,2,14.5,5,34,2,South,SEC,589,Tennessee,-83.925056,35.951138
2018,Adam,,Shai Gilgeous-Alexander,Kentucky,5,13.4,19,27,15,,,,61,3,20.299999,6,47,2,South,SEC,590,Kentucky,-84.5,38.049999
2018,Adam,,Theo Pinson,North Carolina,2,10.3,15,4,,,,,19,2,9.5,7,50,2,West,ACC,591,North Carolina,-79.040001,35.900002
2018,Adam,,Bryce Brown,Auburn,4,16.200001,10,12,,,,,22,2,11,8,63,2,Midwest,SEC,592,Auburn,-85.492508,32.602722
2018,Rob,,Trevon Bluiett,Xavier,1,19.5,26,8,,,,,34,2,17,1,3,3,West,Big East,593,Xavier,-84.470001,39.150002
2018,Rob,,Sviatoslav Mykhailiuk,Kansas,1,15.1,10,16,9,12,10,,57,5,11.4,2,14,3,Midwest,Big 12,594,Kansas,-95.25,38.950001
2018,Rob,,Donte DiVincenzo,Villanova,1,13.1,7,18,7,12,15,31,90,6,15,3,19,3,East,Big East,595,Villanova,-75.169998,39.900002
2018,Rob,,Grant Williams,Tennessee,3,15.3,14,12,,,,,26,2,13,4,30,3,South,SEC,596,Tennessee,-83.925056,35.951138
2018,Rob,7,Cameron Johnson,North Carolina,2,12.7,12,7,,,,,19,2,9.5,5,35,3,West,ACC,597,North Carolina,-79.040001,35.900002
2018,Rob,,Kevin Knox,Kentucky,5,15.6,25,8,13,,,,46,3,15.3,6,46,3,South,SEC,598,Kentucky,-84.5,38.049999
2018,Rob,,Jaylen Barford,Arkansas,7,18,15,,,,,,15,1,15,7,51,3,East,SEC,599,Arkansas,-94.18,36.060001
2018,Rob,,Marcus Foster,Creighton,8,20.299999,5,,,,,,5,1,5,8,62,3,South,Big East,600,Creighton,-95.93,41.259998
2018,Bryan,,Kyle Guy,Virginia,1,14.1,15,,,,,,15,1,15,1,4,4,South,ACC,601,Virginia,-78.510002,38.049999
2018,Bryan,6,Devon Hall,Virginia,1,12,2,,,,,,2,1,2,2,13,4,South,ACC,602,Virginia,-78.510002,38.049999
2018,Bryan,,J.P. Macura,Xavier,1,12.2,30,17,,,,,47,2,23.5,3,20,4,West,Big East,603,Xavier,-84.470001,39.150002
2018,Bryan,,Cassius Winston,Michigan St.,3,12.6,11,15,,,,,26,2,13,4,29,4,Midwest,Big Ten,604,Michigan St.,-84.489998,42.73
2018,Bryan,,Johnathan Williams,Gonzaga,4,13.5,19,9,8,,,,36,3,12,5,36,4,West,West Coast,605,Gonzaga,-117.4,47.669998
2018,Bryan,,Robert Gray Jr.,Houston,6,18.6,39,23,,,,,62,2,31,6,45,4,West,American Athletic,606,Houston,-95.346931,29.724676
2018,Bryan,,Landry Shamet,Wichita St.,4,15,11,,,,,,11,1,11,7,52,4,East,American Athletic,607,Wichita St.,-97.300003,37.720001
2018,Bryan,,Kelan Martin,Butler,10,20.799999,27,27,,,,,54,2,27,8,61,4,East,Big East,608,Butler,-86.169998,39.84
2018,Andrew L,,DeVonte Graham,Kansas,1,17.299999,29,8,16,11,23,,87,5,17.4,1,5,5,Midwest,Big 12,609,Kansas,-95.25,38.950001
2018,Andrew L,,DeAndre Ayton,Arizona,4,20.299999,14,,,,,,14,1,14,2,12,5,South,Pac-12,610,Arizona,-110.95,32.23
2018,Andrew L,,Muhammad-Ali Abdur-Rahkman,Michigan,3,12.6,11,12,24,9,7,23,86,6,14.3,3,21,5,West,Big Ten,611,Michigan,-83.75,42.259998
2018,Andrew L,1,Jacob Evans,Cincinnati,2,12.9,10,19,,,,,29,2,14.5,4,28,5,South,American Athletic,612,Cincinnati,-84.459999,39.029999
2018,Andrew L,,Nick Ward,Michigan St.,3,12.6,8,10,,,,,18,2,9,5,37,5,Midwest,Big Ten,613,Michigan St.,-84.489998,42.73
2018,Andrew L,,Mustapha Heron,Auburn,4,16.6,16,12,,,,,28,2,14,6,44,5,Midwest,SEC,614,Auburn,-85.492508,32.602722
2018,Andrew L,,Shaquille Morris,Wichita St.,4,14,12,,,,,,12,1,12,7,53,5,East,American Athletic,615,Wichita St.,-97.300003,37.720001
2018,Andrew L,,Jae'Sean Tate,Ohio St.,5,12.5,8,11,,,,,19,2,9.5,8,60,5,West,Big Ten,616,Ohio St.,-83.019997,40.009998
2018,James,8,Marvin Bagley III,Duke,2,21.1,22,22,22,16,,,82,4,20.5,1,6,6,Midwest,ACC,617,Duke,-78.940002,36
2018,James,,Miles Bridges,Michigan St.,3,16.9,29,11,,,,,40,2,20,2,11,6,Midwest,Big Ten,618,Michigan St.,-84.489998,42.73
2018,James,,Allonzo Trier,Arizona,4,18.4,10,,,,,,10,1,10,3,22,6,South,Pac-12,619,Arizona,-110.95,32.23
2018,James,,Rawle Alkins,Arizona,4,13.4,8,,,,,,8,1,8,4,27,6,South,Pac-12,620,Arizona,-110.95,32.23
2018,James,,Phil Booth,Villanova,1,10.9,10,4,6,5,10,2,37,6,6.1999998,5,38,6,East,Big East,621,Villanova,-75.169998,39.900002
2018,James,,Jaren Jackson Jr.,Michigan St.,3,11.3,6,2,,,,,8,2,4,6,43,6,Midwest,Big Ten,622,Michigan St.,-84.489998,42.73
2018,James,,Lagerald Vick,Kansas,1,12,14,13,13,14,8,,62,5,12.4,7,54,6,Midwest,Big 12,623,Kansas,-95.25,38.950001
2018,James,,Eric Paschall,Villanova,1,10.3,11,7,14,12,24,6,74,6,12.3,8,59,6,East,Big East,624,Villanova,-75.169998,39.900002
2018,Alex,,Joel Berry,North Carolina,2,17.1,14,21,,,,,35,2,17.5,1,7,7,West,ACC,625,North Carolina,-79.040001,35.900002
2018,Alex,,Luke Maye,North Carolina,2,17.200001,10,13,,,,,23,2,11.5,2,10,7,West,ACC,626,North Carolina,-79.040001,35.900002
2018,Alex,4,Ty Jerome,Virginia,1,10.5,15,,,,,,15,1,15,3,23,7,South,ACC,627,Virginia,-78.510002,38.049999
2018,Alex,,Keenan Evans,Texas Tech,3,17.5,23,22,16,12,,,73,4,18.299999,4,26,7,East,Big 12,628,Texas Tech,-101.88657,33.581318
2018,Alex,,Jevon Carter,West Virginia,5,17,21,28,12,,,,61,3,20.299999,5,39,7,East,Big 12,629,West Virginia,-79.980003,39.650002
2018,Alex,,Marcquise Reed,Clemson,5,15.8,15,16,13,,,,44,3,14.7,6,42,7,Midwest,ACC,630,Clemson,-82.846413,34.680397
2018,Alex,,Zach Norvell Jr.,Gonzaga,4,12.1,15,28,14,,,,57,3,19,7,55,7,West,West Coast,631,Gonzaga,-117.4,47.669998
2018,Alex,,Kerem Kanter,Xavier,1,10.4,24,15,,,,,39,2,19.5,8,58,7,West,American Athletic,632,Xavier,-84.470001,39.150002
2018,Josh,,Grayson Allen,Duke,2,15.7,16,10,15,12,,,53,4,13.3,1,8,8,Midwest,ACC,633,Duke,-78.940002,36
2018,Josh,3,Carsen Edwards,Purdue,2,18.5,15,13,30,,,,58,3,19.299999,2,9,8,East,Big Ten,634,Purdue,-86.919998,40.43
2018,Josh,,Killian Tillie,Gonzaga,4,13.4,2,7,0,,,,9,3,3,3,24,8,West,West Coast,635,Gonzaga,-117.4,47.669998
2018,Josh,,Gary Clark,Cincinnati,2,12.8,11,11,,,,,22,2,11,4,25,8,South,American Athletic,636,Cincinnati,-84.459999,39.029999
2018,Josh,,Trae Young,Oklahoma,10,27.4,28,,,,,,28,1,28,5,40,8,Midwest,Big 12,637,Oklahoma,-97.440002,35.189999
2018,Josh,,Dakota Mathias,Purdue,2,12.4,8,11,3,,,,22,3,7.3000002,6,41,8,East,Big Ten,638,Purdue,-86.919998,40.43
2018,Josh,,Collin Sexton,Alabama,9,19,25,17,,,,,42,2,21,7,56,8,East,SEC,639,Alabama,-87.539696,33.202972
2018,Josh,,Josh Perkins,Gonzaga,4,12.4,16,10,9,,,,35,3,11.7,8,57,8,West,West Coast,640,Gonzaga,-117.4,47.669998
2019,Rob,8,Zion Williamson,Duke,1,22.1,25,32,23,24,,,104,4,26,1,1,1,East,ACC,641,Duke,-78.940002,36
2019,Rob,,Zach Norvell Jr,Gonzaga,1,15.3,11,9,14,10,,,44,4,11,2,16,1,West,West Coast,642,Gonzaga,-117.4,47.669998
2019,Rob,,Tyler Herro,Kentucky,2,14.2,14,9,19,7,,,49,4,12.3,3,17,1,Midwest,SEC,643,Kentucky,-84.5,38.049999
2019,Rob,,Tremont Waters,LSU,3,15.1,15,12,23,,,,50,3,16.700001,4,32,1,East,SEC,644,LSU,-91.184624,30.41424
2019,Rob,,Nassir Little,North Carolina,1,9.3999996,19,20,4,,,,43,3,14.3,5,33,1,Midwest,ACC,645,North Carolina,-79.040001,35.900002
2019,Rob,,Jordan Bowden,Tennessee,2,10.5,14,8,16,,,,38,3,12.7,6,48,1,South,SEC,646,Tennessee,-83.925056,35.951138
2019,Rob,,Sam Merrill,Utah St.,8,21.200001,10,,,,,,10,1,10,7,49,1,Midwest,Mountain West,647,Utah St.,-111.81286,41.748165
2019,Rob,,Jordan Nwora,Louisville,7,17.200001,10,,,,,,10,1,10,8,64,1,East,ACC,648,Louisville,-85.75,38.259998
2019,Bryan,6,RJ Barrett,Duke,1,22.9,26,16,18,21,,,81,4,20.299999,1,2,2,East,ACC,649,Duke,-78.940002,36
2019,Bryan,,PJ Washington,Kentucky,2,14.8,0,0,16,28,,,44,4,11,2,15,2,Midwest,SEC,650,Kentucky,-84.5,38.049999
2019,Bryan,,Ignas Brazdeikis,Michigan,2,14.9,14,5,17,,,,36,3,12,3,18,2,West,Big Ten,651,Michigan,-83.75,42.259998
2019,Bryan,,Bryce Brown,Auburn,5,15.7,12,25,12,24,12,,85,5,17,4,31,2,Midwest,SEC,652,Auburn,-85.492508,32.602722
2019,Bryan,,Josh Perkins,Gonzaga,1,11,5,11,14,16,,,46,4,11.5,5,34,2,West,West Coast,653,Gonzaga,-117.4,47.669998
2019,Bryan,,Anthony Cowan Jr,Maryland,6,16,9,11,,,,,20,2,10,6,47,2,East,Big Ten,654,Maryland,-76.940002,39
2019,Bryan,,Fletcher Magee,Wofford,7,20.5,24,8,,,,,32,2,16,7,50,2,Midwest,Southern,655,Wofford,-81.933617,34.963425
2019,Bryan,,Payton Pritchard,Oregon,12,12.7,19,18,11,,,,48,3,16,8,63,2,South,Pac-12,656,Oregon,-123.07,44.049999
2019,James,7,Grant Williams,Tennessee,2,19.200001,9,19,21,,,,49,3,16.299999,1,3,3,South,SEC,657,Tennessee,-83.925056,35.951138
2019,James,,Cam Reddish,Duke,1,13.7,12,13,0,8,,,33,4,8.3000002,2,14,3,East,ACC,658,Duke,-78.940002,36
2019,James,,Jarrett Culver,Texas Tech,3,18.5,29,16,22,19,10,15,111,6,18.5,3,19,3,West,Big 12,659,Texas Tech,-101.88657,33.581318
2019,James,,Xavier Tillman,Michigan St.,2,9.5,16,14,12,19,7,,68,5,13.6,4,30,3,East,Big Ten,660,Michigan St.,-84.489998,42.73
2019,James,,Nickeil Alexander-Walker,Virginia Tech,4,16.6,20,6,9,,,,35,3,11.7,5,35,3,East,ACC,661,Virginia Tech,-80.419525,37.223114
2019,James,,CJ Massinburg,Buffalo,6,18.299999,18,14,,,,,32,2,16,6,46,3,West,Mid American,662,Buffalo,-78.781181,43.000111
2019,James,,Ja Morant,Murray St.,12,24.6,17,28,,,,,45,2,22.5,7,51,3,West,Ohio Valley,663,Murray St.,-88.32,36.619999
2019,James,,Jordan Caroline,Nevada,7,17.299999,7,,,,,,7,1,7,8,62,3,West,Mountain West,664,Nevada,-119.8183,39.545082
2019,Adam,5,Rui Hachimura,Gonzaga,1,20.1,21,6,17,22,,,66,4,16.5,1,4,4,West,West Coast,665,Gonzaga,-117.4,47.669998
2019,Adam,,Luke Maye,North Carolina,1,14.7,16,20,13,,,,49,3,16.299999,2,13,4,Midwest,ACC,666,North Carolina,-79.040001,35.900002
2019,Adam,,Ty Jerome,Virginia,1,13,13,12,13,24,21,16,99,6,16.5,3,20,4,South,ACC,667,Virginia,-78.510002,38.049999
2019,Adam,,Ethan Happ,Wisconsin,5,17.5,12,,,,,,12,1,12,4,29,4,South,Big Ten,668,Wisconsin,-89.400002,43.07
2019,Adam,,Kerry Blackshear Jr,Virginia Tech,4,14.7,15,19,18,,,,52,3,17.299999,5,36,4,East,ACC,669,Virginia Tech,-80.419525,37.223114
2019,Adam,,Charles Matthews,Michigan,2,12.3,22,9,12,,,,43,3,14.3,6,45,4,West,Big Ten,670,Michigan,-83.75,42.259998
2019,Adam,,Reid Travis,Kentucky,2,11.1,18,14,6,9,,,47,4,11.8,7,52,4,Midwest,SEC,671,Kentucky,-84.5,38.049999
2019,Adam,,Nick Ward,Michigan St.,2,14.4,8,9,4,6,5,,32,5,6.4000001,8,61,4,East,Big Ten,672,Michigan St.,-84.489998,42.73
2019,Andrew L,1,Coby White,North Carolina,1,16.299999,10,17,15,,,,42,3,14,1,5,5,Midwest,ACC,673,North Carolina,-79.040001,35.900002
2019,Andrew L,,Admiral Schofield,Tennessee,2,16.6,19,19,21,,,,59,3,19.700001,2,12,5,South,SEC,674,Tennessee,-83.925056,35.951138
2019,Andrew L,,Jordan Poole,Michigan,2,12.8,10,19,8,,,,37,3,12.3,3,21,5,West,Big Ten,675,Michigan,-83.75,42.259998
2019,Andrew L,,Markus Howard,Marquette,5,25,26,,,,,,26,1,26,4,28,5,West,Big East,676,Marquette,-87.919998,43.040001
2019,Andrew L,,Mfiondu Kabengele,Florida St.,4,12.9,21,22,8,,,,51,3,17,5,37,5,West,ACC,677,Florida St.,-84.290001,30.440001
2019,Andrew L,,Armoni Brooks,Houston,3,13.5,3,10,20,,,,33,3,11,6,44,5,Midwest,American Athletic,678,Houston,-95.346931,29.724676
2019,Andrew L,,Barry Brown Jr,Kansas St.,4,14.9,5,,,,,,5,1,5,7,53,5,South,Big 12,679,Kansas St.,-96.589996,39.200001
2019,Andrew L,,Ryan Cline,Purdue,3,11.9,5,12,27,7,,,51,4,12.8,8,60,5,South,Big Ten,680,Purdue,-86.919998,40.43
2019,Andrew F,2,Cameron Johnson,North Carolina,1,16.9,21,13,15,,,,49,3,16.299999,1,6,6,Midwest,ACC,681,North Carolina,-79.040001,35.900002
2019,Andrew F,,Cassius Winston,Michigan St.,2,19,26,13,17,20,16,,92,5,18.4,2,11,6,East,Big Ten,682,Michigan St.,-84.489998,42.73
2019,Andrew F,,Corey Davis Jr,Houston,3,16.799999,26,21,14,,,,61,3,20.299999,3,22,6,Midwest,American Athletic,683,Houston,-95.346931,29.724676
2019,Andrew F,,Jordan Bone,Tennessee,2,13.5,16,14,10,,,,40,3,13.3,4,27,6,South,SEC,684,Tennessee,-83.925056,35.951138
2019,Andrew F,,Phil Booth,Villanova,6,18.6,20,15,,,,,35,2,17.5,5,38,6,South,Big East,685,Villanova,-75.169998,39.900002
2019,Andrew F,,Eric Paschall,Villanova,6,16.5,14,19,,,,,33,2,16.5,6,43,6,South,Big East,686,Villanova,-75.169998,39.900002
2019,Andrew F,,Dylan Windler,Belmont,11,20.799999,35,,,,,,35,1,35,7,54,6,East,Ohio Valley,687,Belmont,-86.794647,36.132271
2019,Andrew F,,Jarron Cumberland,Cincinnati,7,18.4,18,,,,,,18,1,18,8,59,6,South,American Athletic,688,Cincinnati,-84.459999,39.029999
2019,Alex,4,Kyle Guy,Virginia,1,15.6,8,4,10,25,15,24,86,6,14.3,1,7,7,South,ACC,689,Virginia,-78.510002,38.049999
2019,Alex,,De'Andre Hunter,Virginia,1,15.1,23,10,11,10,14,27,95,6,15.8,2,10,7,South,ACC,690,Virginia,-78.510002,38.049999
2019,Alex,,Keldon Johnson,Kentucky,2,13.4,25,9,7,14,,,55,4,13.8,3,23,7,Midwest,SEC,691,Kentucky,-84.5,38.049999
2019,Alex,,Tre Jones,Duke,1,9.3000002,5,11,22,4,,,42,4,10.5,4,26,7,East,ACC,692,Duke,-78.940002,36
2019,Alex,,Matt McQuaid,Michigan St.,2,9.3999996,10,9,6,9,12,,46,5,9.1999998,5,39,7,East,Big Ten,693,Michigan St.,-84.489998,42.73
2019,Alex,,Davide Moretti,Texas Tech,3,11.6,10,11,15,12,5,15,68,6,11.3,6,42,7,West,Big 12,694,Texas Tech,-101.88657,33.581318
2019,Alex,,Ahmed Hill,Virginia Tech,4,13.1,10,14,15,,,,39,3,13,7,55,7,East,ACC,695,Virginia Tech,-80.419525,37.223114
2019,Alex,,Zavier Simpson,Michigan,2,9.3000002,4,9,0,,,,13,3,4.3000002,8,58,7,West,Big Ten,696,Michigan,-83.75,42.259998
2019,Josh,2,Brandon Clarke,Gonzaga,1,16.5,14,36,15,18,,,83,4,20.799999,1,8,8,West,West Coast,697,Gonzaga,-117.4,47.669998
2019,Josh,,Carsen Edwards,Purdue,3,23,26,42,29,42,,,139,4,34.799999,2,9,8,South,Big Ten,698,Purdue,-86.919998,40.43
2019,Josh,,Quinndary Weatherspoon,Mississippi St.,5,18.200001,27,,,,,,27,1,27,3,24,8,East,SEC,699,Mississippi St.,-88.794037,33.461346
2019,Josh,,Dedric Lawson,Kansas,4,19.1,25,25,,,,,50,2,25,4,25,8,Midwest,Big 12,700,Kansas,-95.25,38.950001
2019,Josh,,Marial Shayok,Iowa St.,6,18.6,23,,,,,,23,1,23,5,40,8,Midwest,Big 12,701,Iowa St.,-93.639999,42.02
2019,Josh,,Naz Reid,LSU,3,13.7,14,13,10,,,,37,3,12.3,6,41,8,East,SEC,702,LSU,-91.184624,30.41424
2019,Josh,,Jared Harper,Auburn,5,15.4,17,18,9,26,11,,81,5,16.200001,7,56,8,Midwest,SEC,703,Auburn,-85.492508,32.602722
2019,Josh,,Caleb Martin,Nevada,7,19.200001,19,,,,,,19,1,19,8,57,8,West,Mountain West,704,Nevada,-119.8183,39.545082
2021,Alex,5,Corey Kispert,Gonzaga,1,19.200001,23,16,12,18,15,12,96,6,16,1,1,1,West,West Coast,705,Gonzaga,-117.4,47.669998
2021,Alex,,Hunter Dickinson,Michigan,1,14.2,16,12,14,11,,,53,4,13.3,2,16,1,East,Big Ten,706,Michigan,-83.75,42.259998
2021,Alex,,Andrew Jones,Texas,3,14.6,13,,,,,,13,1,13,3,17,1,East,Big 12,707,Texas,-97.730003,30.280001
2021,Alex,,Trevion Williams,Purdue,4,15.6,14,,,,,,14,1,14,4,32,1,South,Big Ten,708,Purdue,-86.919998,40.43
2021,Alex,,Trent Frazier,Illinois,1,10.4,11,2,,,,,13,2,6.5,5,33,1,Midwest,Big Ten,709,Illinois,-88.239998,40.099998
2021,Alex,,Jay Huff,Virginia,4,13.1,9,,,,,,9,1,9,6,48,1,West,ACC,710,Virginia,-78.510002,38.049999
2021,Alex,,Alex Barcello,BYU,6,15.9,20,,,,,,20,1,20,7,49,1,East,West Coast,711,BYU,-111.65,40.25
2021,Alex,,Tre Mann,Florida,7,16,14,19,,,,,33,2,16.5,8,64,1,South,SEC,712,Florida,-82.349998,29.65
2021,Rob,8,Ayo Dosunmu,Illinois,1,20.9,17,9,,,,,26,2,13,1,2,2,Midwest,Big Ten,713,Illinois,-88.239998,40.099998
2021,Rob,,Moses Moody,Arkansas,3,17.4,12,15,14,11,,,52,4,13,2,15,2,South,SEC,714,Arkansas,-94.18,36.060001
2021,Rob,,Sam Hauser,Virginia,4,16,15,,,,,,15,1,15,3,18,2,West,ACC,715,Virginia,-78.510002,38.049999
2021,Rob,,John Petty Jr.,Alabama,2,12.6,10,20,16,,,,46,3,15.3,4,31,2,East,SEC,716,Alabama,-87.539696,33.202972
2021,Rob,,Derek Culver,West Virginia,3,14.6,12,7,,,,,19,2,9.5,5,34,2,Midwest,Big 12,717,West Virginia,-79.980003,39.650002
2021,Rob,,Courtney Ramey,Texas,3,12.6,3,,,,,,3,1,3,6,47,2,East,Big 12,718,Texas,-97.730003,30.280001
2021,Rob,,RaiQuan Gray,Florida St.,4,12,17,9,8,,,,34,3,11.3,7,50,2,East,ACC,719,Florida St.,-84.290001,30.440001
2021,Rob,,Nah'Shon Hyland,VCU,10,19.4,0,,,,,,0,1,0,8,63,2,West,Atlantic 10,720,VCU,-77.452988,37.552864
2021,Andrew F,3,Drew Timme,Gonzaga,1,18.700001,10,30,22,23,25,12,122,6,20.299999,1,3,3,West,West Coast,721,Gonzaga,-117.4,47.669998
2021,Andrew F,,E.J. Liddell,Ohio St.,2,16.1,23,,,,,,23,1,23,2,14,3,South,Big Ten,722,Ohio St.,-83.019997,40.009998
2021,Andrew F,,Jahvon Quinerly,Alabama,2,12.6,11,14,20,,,,45,3,15,3,19,3,East,SEC,723,Alabama,-87.539696,33.202972
2021,Andrew F,,DeJon Jarreau,Houston,2,11.1,0,17,9,10,6,,42,5,8.3999996,4,30,3,Midwest,American Athletic,724,Houston,-95.346931,29.724676
2021,Andrew F,,David McCormack,Kansas,3,13.4,22,5,,,,,27,2,13.5,5,35,3,West,Big 12,725,Kansas,-95.25,38.950001
2021,Andrew F,,Jose Alvarado,Georgia Tech,9,15.3,13,,,,,,13,1,13,6,46,3,Midwest,ACC,726,Georgia Tech,-84.389999,33.779999
2021,Andrew F,,Taz Sherman,West Virginia,3,13.6,9,11,,,,,20,2,10,7,51,3,Midwest,Big 12,727,West Virginia,-79.980003,39.650002
2021,Andrew F,,Jaden Springer,Tennessee,5,12.5,12,,,,,,12,1,12,8,62,3,Midwest,SEC,728,Tennessee,-83.925056,35.951138
2021,Josh,4,Cade Cunningham,Oklahoma St.,4,20.200001,15,24,,,,,39,2,19.5,1,4,4,Midwest,Big 12,729,Oklahoma St.,-97.07,36.119999
2021,Josh,,Duane Washington Jr.,Ohio St.,2,15.8,18,,,,,,18,1,18,2,13,4,South,ACC,730,Ohio St.,-83.019997,40.009998
2021,Josh,,Ochai Agbaji,Kansas,3,14.2,18,8,,,,,26,2,13,3,20,4,West,Big 12,731,Kansas,-95.25,38.950001
2021,Josh,,Cameron Thomas,LSU,8,22.799999,27,30,,,,,57,2,28.5,4,29,4,East,SEC,732,LSU,-91.184624,30.41424
2021,Josh,,Jeremiah Robinson-Earl,Villanova,5,15.7,22,18,8,,,,48,3,16,5,36,4,South,Big East,733,Villanova,-75.169998,39.900002
2021,Josh,,Justice Sueing,Ohio St.,2,10.5,7,,,,,,7,1,7,6,45,4,South,Big Ten,734,Ohio St.,-83.019997,40.009998
2021,Josh,,Avery Anderson III,Oklahoma St.,4,11.7,19,16,,,,,35,2,17.5,7,52,4,Midwest,Big 12,735,Oklahoma St.,-97.07,36.119999
2021,Josh,,Buddy Boeheim,Syracuse,11,17.1,30,25,12,,,,67,3,22.299999,8,61,4,Midwest,ACC,736,Syracuse,-76.139999,43.040001
2021,Adam,2,Luka Garza,Iowa,2,23.700001,24,36,,,,,60,2,30,1,5,5,West,Big Ten,737,Iowa,-91.554955,41.663471
2021,Adam,,Jalen Suggs,Gonzaga,1,14.3,6,16,9,18,16,22,87,6,14.5,2,12,5,West,West Coast,738,Gonzaga,-117.4,47.669998
2021,Adam,,Franz Wagner,Michigan,1,12.8,9,15,13,4,,,41,4,10.3,3,21,5,East,Big Ten,739,Michigan,-83.75,42.259998
2021,Adam,,McKinley Wright IV,Colorado,5,15.5,12,10,,,,,22,2,11,4,28,5,East,Pac-12,740,Colorado,-105.26,40.009998
2021,Adam,,JD Notae,Arkansas,3,13.3,14,7,4,14,,,39,4,9.8000002,5,37,5,South,SEC,741,Arkansas,-94.18,36.060001
2021,Adam,,Justin Smith,Arkansas,3,13,29,20,12,10,,,71,4,17.799999,6,44,5,South,SEC,742,Arkansas,-94.18,36.060001
2021,Adam,,Cameron Krutwig,Loyola Chicago,8,15,10,19,14,,,,43,3,14.3,7,53,5,Midwest,Missouri Valley,743,Loyola Chicago,-87.660004,42
2021,Adam,,Herbert Jones,Alabama,2,11.2,20,6,8,,,,34,3,11.3,8,60,5,East,SEC,744,Alabama,-87.539696,33.202972
2021,Bryan,5,Jared Butler,Baylor,1,17.1,13,16,9,14,17,22,91,6,15.2,1,6,6,South,Big 12,745,Baylor,-97.110001,31.549999
